0,1,2,3,4,5,6,7,8,9,order
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,197
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,198
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,199
green,green,green,green,green,green,green,green,green,green,200
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,201
green,green,green,green,green,green,green,green,green,green,202
yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,203
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,204
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,205
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,206
gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,207
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,208
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,209
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,210
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,211
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,212
gold,gold,gold,gold,gold,gold,gold,gold,gold,gold,213
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,214
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,215
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,216
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,217
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,218
pink,pink,pink,pink,pink,pink,pink,pink,pink,pink,219
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,220
pink,pink,pink,pink,pink,pink,pink,pink,pink,pink,221
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,222
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,223
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,224
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,225
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,226
green,green,green,green,green,green,green,green,green,green,227
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,228
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,229
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,230
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,231
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,232
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,233
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,234
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,235
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,236
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,237
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,238
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,239
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,240
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,241
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,242
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,243
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,244
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,245
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,246
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,247
black,black,black,black,black,black,black,black,black,black,248
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,249
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,250
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,251
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,252
red,red,red,red,red,red,red,red,red,red,253
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,254
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,255
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,256
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,257
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,258
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,259
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,260
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,261
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,262
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,263
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,264
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,265
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,266
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,267
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,268
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,269
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,270
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,271
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,272
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,273
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,274
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,275
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,276
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,277
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,278
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,279
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,280
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,281
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,282
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,283
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,284
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,285
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,286
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,287
orange,orange,orange,orange,orange,orange,orange,orange,orange,orange,288
black,black,black,black,black,black,black,black,black,black,289
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,290
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,291
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,292
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,293
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,294
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,295
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,296
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,297
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,298
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,299
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,300
black,black,black,black,black,black,black,black,black,black,301
black,black,black,black,black,black,black,black,black,black,302
black,black,black,black,black,black,black,black,black,black,303
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,304
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,305
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,306
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,307
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,308
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,309
black,black,black,black,black,black,black,black,black,black,310
black,black,black,black,black,black,black,black,black,black,311
black,black,black,black,black,black,black,black,black,black,312
black,black,black,black,black,black,black,black,black,black,313
gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,314
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,315
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,316
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,317
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,318
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,319
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,320
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,321
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,322
blue,blue,blue,blue,blue,blue,blue,blue,blue,blue,323
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,324
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,325
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,326
gray,gray,gray,gray,gray,gray,gray,gray,gray,gray,327
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,328
brown,brown,brown,brown,brown,brown,brown,brown,brown,brown,329
black,black,black,black,black,black,black,black,black,black,330
