,origin_id,participant_id,response_id,answer,stim_1,stim_2,idx_1,idx_2,sex_1,sex_2,dataset_1,dataset_2,speaker_1,speaker_2,stim_1_name,stim_2_name,stim_1_symbol,stim_2_symbol,stim_1_symbol_idx,stim_2_symbol_idx
24,126,6,171.0,1.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_labiodental_fricative.mp3,3,6,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_alveolar_plosive,Voiced_labiodental_fricative,d,v,8,10
25,142,1,174.0,3.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_labiodental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_dental_fricative.mp3,6,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_labiodental_fricative,Voiceless_dental_fricative,v,θ,10,4
26,516,6,175.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_postalveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_velar_plosive.mp3,7,15,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_postalveolar_fricative,Voiceless_velar_plosive,ʒ,k,13,2
27,260,1,178.0,1.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_dental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_alveolar_plosive.mp3,5,10,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_dental_fricative,Voiceless_alveolar_plosive,ð,t,11,1
28,350,6,180.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_labiodental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_labiodental_fricative.mp3,6,13,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_labiodental_fricative,Voiceless_labiodental_fricative,v,f,10,3
29,74,1,184.0,2.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_postalveolar_fricative.mp3,2,7,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_alveolar_fricative,Voiced_postalveolar_fricative,z,ʒ,12,13
30,314,6,183.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_alveolar_plosive.mp3,3,10,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_alveolar_plosive,Voiceless_alveolar_plosive,d,t,8,1
31,368,6,191.0,3.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_labiodental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_bilabial_plosive.mp3,6,11,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_labiodental_fricative,Voiceless_bilabial_plosive,v,p,10,0
32,406,1,193.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_labiodental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_velar_plosive.mp3,6,8,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_labiodental_fricative,Voiced_velar_plosive,v,g,10,9
33,104,6,195.0,2.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Alveolar_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_labiodental_fricative.mp3,0,6,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Alveolar_nasal,Voiced_labiodental_fricative,n,v,15,10
34,154,1,199.0,5.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Alveolar_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_velar_plosive.mp3,0,8,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Alveolar_nasal,Voiced_velar_plosive,n,g,15,9
35,434,6,201.0,1.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_bilabial_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_velar_plosive.mp3,4,15,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_bilabial_plosive,Voiceless_velar_plosive,b,k,7,2
36,526,1,206.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_velar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_velar_plosive.mp3,8,15,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_velar_plosive,Voiceless_velar_plosive,g,k,9,2
37,58,6,207.0,1.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Bilabial_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_alveolar_fricative.mp3,1,9,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Bilabial_nasal,Voiceless_alveolar_fricative,m,s,14,5
38,430,1,212.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Bilabial_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_postalveolar_fricative.mp3,1,7,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Bilabial_nasal,Voiced_postalveolar_fricative,m,ʒ,14,13
39,150,6,211.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Alveolar_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_postalveolar_fricative.mp3,0,14,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Alveolar_nasal,Voiceless_postalveolar_fricative,n,ʃ,15,6
40,52,6,218.0,1.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_labiodental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_labiodental_fricative.mp3,6,13,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_labiodental_fricative,Voiceless_labiodental_fricative,v,f,10,3
41,366,1,220.0,3.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_dental_fricative.mp3,2,12,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_alveolar_fricative,Voiceless_dental_fricative,z,θ,12,4
42,246,6,224.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_alveolar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_bilabial_plosive.mp3,3,11,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_alveolar_plosive,Voiceless_bilabial_plosive,d,p,8,0
43,410,1,226.0,2.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Alveolar_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_alveolar_plosive.mp3,0,3,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Alveolar_nasal,Voiced_alveolar_plosive,n,d,15,8
44,190,6,228.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_bilabial_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_velar_plosive.mp3,4,8,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_bilabial_plosive,Voiced_velar_plosive,b,g,7,9
45,364,1,231.0,4.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Bilabial_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_dental_fricative.mp3,1,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Bilabial_nasal,Voiceless_dental_fricative,m,θ,14,4
46,286,6,232.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_alveolar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_velar_plosive.mp3,3,15,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_alveolar_plosive,Voiceless_velar_plosive,d,k,8,2
47,228,1,241.0,2.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Alveolar_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_postalveolar_fricative.mp3,0,7,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Alveolar_nasal,Voiced_postalveolar_fricative,n,ʒ,15,13
48,204,6,242.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_dental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_velar_plosive.mp3,5,8,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_dental_fricative,Voiced_velar_plosive,ð,g,11,9
49,100,1,256.0,3.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Alveolar_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_bilabial_plosive.mp3,0,4,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Alveolar_nasal,Voiced_bilabial_plosive,n,b,15,7
50,420,6,254.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_labiodental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_alveolar_plosive.mp3,6,10,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_labiodental_fricative,Voiceless_alveolar_plosive,v,t,10,1
51,234,6,262.0,5.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_labiodental_fricative.mp3,9,13,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiceless_alveolar_fricative,Voiceless_labiodental_fricative,s,f,5,3
52,416,1,264.0,2.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_bilabial_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_dental_fricative.mp3,4,5,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_bilabial_plosive,Voiced_dental_fricative,b,ð,7,11
53,152,6,267.0,0.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Bilabial_nasal.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_alveolar_plosive.mp3,1,3,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Bilabial_nasal,Voiced_alveolar_plosive,m,d,14,8
54,396,1,270.0,1.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_dental_fricative.mp3,9,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiceless_alveolar_fricative,Voiceless_dental_fricative,s,θ,5,4
55,50,6,274.0,1.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_alveolar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_bilabial_plosive.mp3,10,11,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiceless_alveolar_plosive,Voiceless_bilabial_plosive,t,p,1,0
56,324,1,280.0,3.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiced_alveolar_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/female/internationalphoneticassociation-org/JH/Voiceless_dental_fricative.mp3,2,12,female,female,internationalphoneticassociation-org,internationalphoneticassociation-org,JH,JH,Voiced_alveolar_fricative,Voiceless_dental_fricative,z,θ,12,4
57,188,6,283.0,1.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_alveolar_plosive.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_dental_fricative.mp3,3,12,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_alveolar_plosive,Voiceless_dental_fricative,d,θ,8,4
58,210,1,289.0,3.0,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiced_labiodental_fricative.mp3,https://mini-kinetics-psy.s3.amazonaws.com/vocal_consonants/consonants/male/internationalphoneticassociation-org/JW/Voiceless_postalveolar_fricative.mp3,6,14,male,male,internationalphoneticassociation-org,internationalphoneticassociation-org,JW,JW,Voiced_labiodental_fricative,Voiceless_postalveolar_fricative,v,ʃ,10,6
