origin_id,participant_id,response_id,answer,synth,chord_1,chord_2,idx_1,idx_2
457,39,2651.0,4,harmonic,[],[],12,22
123,37,3171.0,5,harmonic,[],[],3,8
41,39,2629.0,2,harmonic,[],[],1,12
475,39,2647.0,4,harmonic,[],[],13,19
231,39,2636.0,1,harmonic,[],[],5,21
259,103,7681.0,5,harmonic,[],[],6,16
249,46,3173.0,2,harmonic,[],[],6,11
35,55,4107.0,1,harmonic,[],[],1,9
333,47,3174.0,4,harmonic,[],[],8,18
59,39,2640.0,0,harmonic,[],[],1,21
341,39,2661.0,5,harmonic,[],[],8,22
115,37,3212.0,5,harmonic,[],[],3,4
301,47,3185.0,2,harmonic,[],[],7,19
351,39,2688.0,4,harmonic,[],[],9,11
499,42,3217.0,6,harmonic,[],[],14,20
277,37,3201.0,2,harmonic,[],[],6,25
303,46,3242.0,0,harmonic,[],[],7,20
465,42,3230.0,6,harmonic,[],[],13,14
281,46,3257.0,5,harmonic,[],[],7,9
93,55,4124.0,1,harmonic,[],[],2,15
473,42,3267.0,5,harmonic,[],[],13,18
207,39,2665.0,5,harmonic,[],[],5,9
537,39,2674.0,5,harmonic,[],[],16,20
189,39,3236.0,0,harmonic,[],[],4,20
51,39,3191.0,0,harmonic,[],[],1,17
573,39,3176.0,6,harmonic,[],[],18,23
593,42,3194.0,6,harmonic,[],[],20,22
483,42,3184.0,5,harmonic,[],[],13,23
171,46,3215.0,2,harmonic,[],[],4,11
313,39,3207.0,1,harmonic,[],[],7,25
433,140,10410.0,2,harmonic,[],[],11,23
523,46,3232.0,2,harmonic,[],[],15,22
35,37,2695.0,2,harmonic,[],[],1,9
103,47,3193.0,2,harmonic,[],[],2,20
109,39,2680.0,2,harmonic,[],[],2,23
571,42,3206.0,6,harmonic,[],[],18,22
433,46,3198.0,1,harmonic,[],[],11,23
321,46,3205.0,4,harmonic,[],[],8,12
229,37,3221.0,1,harmonic,[],[],5,20
241,46,3181.0,6,harmonic,[],[],6,7
325,37,2685.0,4,harmonic,[],[],8,14
565,46,3187.0,4,harmonic,[],[],18,19
53,37,2691.0,2,harmonic,[],[],1,18
369,79,5658.0,1,harmonic,[],[],9,20
463,37,3246.0,3,harmonic,[],[],12,25
253,39,2700.0,4,harmonic,[],[],6,13
235,37,3180.0,1,harmonic,[],[],5,23
107,37,2702.0,2,harmonic,[],[],2,22
331,39,2712.0,4,harmonic,[],[],8,17
375,37,3192.0,2,harmonic,[],[],9,23
425,42,2790.0,1,harmonic,[],[],11,19
507,37,2713.0,3,harmonic,[],[],14,24
101,39,3434.0,1,harmonic,[],[],2,19
429,47,3237.0,1,harmonic,[],[],11,21
71,46,3450.0,6,harmonic,[],[],2,4
117,42,2786.0,5,harmonic,[],[],3,5
123,39,2763.0,5,harmonic,[],[],3,8
215,37,2717.0,2,harmonic,[],[],5,13
301,37,2764.0,2,harmonic,[],[],7,19
497,253,18927.0,5,harmonic,[],[],14,19
521,39,2723.0,4,harmonic,[],[],15,21
395,39,2802.0,3,harmonic,[],[],10,18
493,55,4114.0,4,harmonic,[],[],14,17
141,141,10412.0,1,harmonic,[],[],3,17
575,37,2753.0,4,harmonic,[],[],18,24
443,39,2733.0,5,harmonic,[],[],12,15
143,39,3224.0,0,harmonic,[],[],3,18
509,47,3262.0,0,harmonic,[],[],14,25
37,47,3269.0,2,harmonic,[],[],1,10
131,39,2754.0,4,harmonic,[],[],3,12
21,37,3233.0,6,harmonic,[],[],1,2
405,39,3416.0,4,harmonic,[],[],10,23
273,37,2722.0,2,harmonic,[],[],6,23
605,37,2727.0,5,harmonic,[],[],21,24
55,37,2784.0,2,harmonic,[],[],1,19
355,37,2731.0,4,harmonic,[],[],9,13
603,37,2742.0,5,harmonic,[],[],21,23
415,37,2747.0,4,harmonic,[],[],11,14
295,47,3400.0,4,harmonic,[],[],7,16
355,47,3247.0,4,harmonic,[],[],9,13
117,47,3407.0,5,harmonic,[],[],3,5
487,101,7686.0,2,harmonic,[],[],13,25
269,37,2759.0,2,harmonic,[],[],6,21
113,39,2780.0,4,harmonic,[],[],2,25
147,39,2745.0,4,harmonic,[],[],3,20
523,39,2791.0,4,harmonic,[],[],15,22
135,39,2771.0,4,harmonic,[],[],3,14
613,37,2789.0,5,harmonic,[],[],22,25
101,46,3422.0,0,harmonic,[],[],2,19
377,42,3241.0,0,harmonic,[],[],9,24
91,42,3403.0,0,harmonic,[],[],2,14
289,37,3258.0,2,harmonic,[],[],7,13
453,42,3254.0,0,harmonic,[],[],12,20
293,39,3255.0,1,harmonic,[],[],7,15
49,47,3276.0,1,harmonic,[],[],1,16
361,258,19556.0,4,harmonic,[],[],9,16
283,37,2795.0,5,harmonic,[],[],7,10
413,39,2850.0,4,harmonic,[],[],11,13
439,37,2800.0,5,harmonic,[],[],12,13
169,42,2824.0,2,harmonic,[],[],4,10
159,39,2822.0,5,harmonic,[],[],4,5
447,42,2797.0,0,harmonic,[],[],12,17
419,39,2813.0,4,harmonic,[],[],11,16
463,42,2803.0,0,harmonic,[],[],12,25
121,37,2815.0,5,harmonic,[],[],3,7
309,37,2834.0,4,harmonic,[],[],7,23
219,42,2828.0,0,harmonic,[],[],5,15
315,37,2827.0,5,harmonic,[],[],8,9
89,37,2855.0,2,harmonic,[],[],2,13
213,42,2833.0,1,harmonic,[],[],5,12
37,37,2879.0,3,harmonic,[],[],1,10
451,42,2864.0,4,harmonic,[],[],12,19
137,46,3266.0,0,harmonic,[],[],3,15
327,42,3430.0,2,harmonic,[],[],8,15
317,37,2808.0,5,harmonic,[],[],8,10
139,37,2851.0,2,harmonic,[],[],3,16
491,37,2819.0,5,harmonic,[],[],14,16
263,37,2870.0,2,harmonic,[],[],6,18
371,42,2857.0,0,harmonic,[],[],9,21
133,47,3252.0,1,harmonic,[],[],3,13
599,42,2817.0,4,harmonic,[],[],20,25
249,42,2812.0,5,harmonic,[],[],6,11
385,42,2839.0,5,harmonic,[],[],10,13
369,37,2882.0,1,harmonic,[],[],9,20
129,39,2831.0,4,harmonic,[],[],3,11
197,39,2841.0,1,harmonic,[],[],4,24
389,42,3280.0,2,harmonic,[],[],10,15
77,46,3409.0,5,harmonic,[],[],2,7
397,55,4131.0,1,harmonic,[],[],10,19
239,46,3412.0,0,harmonic,[],[],5,25
529,37,2862.0,1,harmonic,[],[],15,25
399,47,3411.0,3,harmonic,[],[],10,20
339,46,3429.0,0,harmonic,[],[],8,21
559,42,2890.0,5,harmonic,[],[],17,23
389,37,3270.0,4,harmonic,[],[],10,15
459,42,2896.0,1,harmonic,[],[],12,23
445,39,3316.0,5,harmonic,[],[],12,16
521,37,3282.0,5,harmonic,[],[],15,21
141,79,5665.0,0,harmonic,[],[],3,17
119,37,2838.0,5,harmonic,[],[],3,6
309,46,3369.0,0,harmonic,[],[],7,23
567,37,2845.0,5,harmonic,[],[],18,20
525,46,3363.0,2,harmonic,[],[],15,23
207,46,3378.0,5,harmonic,[],[],5,9
517,39,3399.0,5,harmonic,[],[],15,19
235,47,3473.0,2,harmonic,[],[],5,23
289,39,2866.0,4,harmonic,[],[],7,13
549,39,2856.0,5,harmonic,[],[],17,18
31,42,2884.0,6,harmonic,[],[],1,7
93,42,2848.0,1,harmonic,[],[],2,15
595,39,2885.0,5,harmonic,[],[],20,23
171,42,2877.0,4,harmonic,[],[],4,11
87,42,2852.0,0,harmonic,[],[],2,12
73,39,3272.0,4,harmonic,[],[],2,5
615,42,2869.0,6,harmonic,[],[],23,24
251,46,3295.0,2,harmonic,[],[],6,12
377,39,2895.0,1,harmonic,[],[],9,24
343,37,2888.0,2,harmonic,[],[],8,23
375,39,2875.0,0,harmonic,[],[],9,23
323,39,3287.0,2,harmonic,[],[],8,13
423,37,3317.0,4,harmonic,[],[],11,18
205,39,3300.0,5,harmonic,[],[],5,8
519,37,2922.0,4,harmonic,[],[],15,20
25,39,2906.0,5,harmonic,[],[],1,4
551,37,2928.0,4,harmonic,[],[],17,19
485,37,2897.0,4,harmonic,[],[],13,24
195,55,4141.0,2,harmonic,[],[],4,23
577,37,2902.0,4,harmonic,[],[],18,25
243,37,2909.0,5,harmonic,[],[],6,8
429,42,2904.0,0,harmonic,[],[],11,21
275,39,2992.0,0,harmonic,[],[],6,24
505,39,2930.0,1,harmonic,[],[],14,23
145,46,2983.0,0,harmonic,[],[],3,19
175,42,2951.0,2,harmonic,[],[],4,13
589,42,2996.0,5,harmonic,[],[],19,25
169,46,3278.0,2,harmonic,[],[],4,10
539,37,2936.0,4,harmonic,[],[],16,21
45,42,2911.0,0,harmonic,[],[],1,14
211,37,2915.0,4,harmonic,[],[],5,11
277,39,2918.0,0,harmonic,[],[],6,25
201,37,3292.0,5,harmonic,[],[],5,6
129,46,3285.0,2,harmonic,[],[],3,11
343,47,3376.0,0,harmonic,[],[],8,23
455,46,3335.0,1,harmonic,[],[],12,21
497,46,3389.0,4,harmonic,[],[],14,19
359,37,2958.0,4,harmonic,[],[],9,15
163,42,2935.0,6,harmonic,[],[],4,7
557,42,2985.0,6,harmonic,[],[],17,22
603,42,3291.0,5,harmonic,[],[],21,23
81,42,2919.0,1,harmonic,[],[],2,9
407,47,3281.0,0,harmonic,[],[],10,24
475,42,2926.0,2,harmonic,[],[],13,19
357,46,3003.0,2,harmonic,[],[],9,14
253,47,3288.0,5,harmonic,[],[],6,13
205,37,3303.0,5,harmonic,[],[],5,8
595,46,3344.0,5,harmonic,[],[],20,23
445,55,4150.0,4,harmonic,[],[],12,16
537,46,3351.0,4,harmonic,[],[],16,20
347,39,2961.0,0,harmonic,[],[],8,25
561,42,2943.0,6,harmonic,[],[],17,24
479,39,2971.0,1,harmonic,[],[],13,21
257,37,3006.0,2,harmonic,[],[],6,15
375,150,11200.0,0,harmonic,[],[],9,23
201,39,3005.0,6,harmonic,[],[],5,6
381,37,2945.0,5,harmonic,[],[],10,11
203,37,2981.0,5,harmonic,[],[],5,7
509,39,2980.0,1,harmonic,[],[],14,25
153,55,4158.0,1,harmonic,[],[],3,23
179,37,3037.0,2,harmonic,[],[],4,15
209,46,3009.0,1,harmonic,[],[],5,10
23,39,3345.0,4,harmonic,[],[],1,3
329,42,3305.0,1,harmonic,[],[],8,16
89,46,3319.0,0,harmonic,[],[],2,13
335,42,2975.0,0,harmonic,[],[],8,19
395,42,3313.0,1,harmonic,[],[],10,18
585,79,5672.0,4,harmonic,[],[],19,23
461,39,3356.0,4,harmonic,[],[],12,24
425,47,3418.0,2,harmonic,[],[],11,19
47,103,7693.0,4,harmonic,[],[],1,15
503,39,2940.0,2,harmonic,[],[],14,22
345,37,2966.0,2,harmonic,[],[],8,24
501,39,2949.0,0,harmonic,[],[],14,21
101,42,2959.0,0,harmonic,[],[],2,19
391,37,2952.0,4,harmonic,[],[],10,16
449,258,19559.0,4,harmonic,[],[],12,18
225,42,2968.0,0,harmonic,[],[],5,18
397,37,3348.0,3,harmonic,[],[],10,19
247,37,2989.0,4,harmonic,[],[],6,10
195,46,3301.0,0,harmonic,[],[],4,23
59,37,2998.0,1,harmonic,[],[],1,21
527,37,2974.0,4,harmonic,[],[],15,24
435,46,2977.0,0,harmonic,[],[],11,24
237,42,3339.0,0,harmonic,[],[],5,24
187,46,3310.0,0,harmonic,[],[],4,19
325,42,3322.0,1,harmonic,[],[],8,14
279,42,3332.0,6,harmonic,[],[],7,8
27,37,3327.0,5,harmonic,[],[],1,5
307,42,3014.0,0,harmonic,[],[],7,22
111,46,2990.0,0,harmonic,[],[],2,24
173,37,3056.0,5,harmonic,[],[],4,12
275,46,2994.0,0,harmonic,[],[],6,24
449,42,3008.0,1,harmonic,[],[],12,18
173,46,3049.0,1,harmonic,[],[],4,12
407,39,3027.0,2,harmonic,[],[],10,24
471,39,3018.0,5,harmonic,[],[],13,17
115,101,7694.0,6,harmonic,[],[],3,4
297,46,3072.0,0,harmonic,[],[],7,17
307,46,3013.0,0,harmonic,[],[],7,22
587,46,3041.0,3,harmonic,[],[],19,24
497,42,3023.0,1,harmonic,[],[],14,19
161,46,3032.0,6,harmonic,[],[],4,6
299,46,3057.0,0,harmonic,[],[],7,18
403,46,3020.0,1,harmonic,[],[],10,22
353,46,3086.0,4,harmonic,[],[],9,12
479,47,3116.0,4,harmonic,[],[],13,21
607,39,3063.0,4,harmonic,[],[],21,25
511,46,3026.0,5,harmonic,[],[],15,16
611,37,3047.0,4,harmonic,[],[],22,24
547,39,3055.0,6,harmonic,[],[],16,25
455,39,3331.0,6,harmonic,[],[],12,21
269,46,3328.0,0,harmonic,[],[],6,21
63,47,3424.0,1,harmonic,[],[],1,23
297,37,3071.0,3,harmonic,[],[],7,17
99,42,3034.0,0,harmonic,[],[],2,18
57,42,3066.0,0,harmonic,[],[],1,20
153,37,3076.0,4,harmonic,[],[],3,23
57,46,3062.0,0,harmonic,[],[],1,20
291,42,3075.0,1,harmonic,[],[],7,14
187,42,3046.0,0,harmonic,[],[],4,19
299,42,3060.0,0,harmonic,[],[],7,18
69,46,3098.0,5,harmonic,[],[],2,3
367,42,3083.0,1,harmonic,[],[],9,19
419,47,3111.0,5,harmonic,[],[],11,16
83,37,3085.0,4,harmonic,[],[],2,10
99,39,3040.0,1,harmonic,[],[],2,18
283,47,3107.0,5,harmonic,[],[],7,10
505,46,3091.0,0,harmonic,[],[],14,23
95,47,3125.0,2,harmonic,[],[],2,16
209,37,3337.0,3,harmonic,[],[],5,10
141,140,10418.0,0,harmonic,[],[],3,17
383,42,3104.0,6,harmonic,[],[],10,12
297,39,3082.0,1,harmonic,[],[],7,17
61,37,3109.0,1,harmonic,[],[],1,22
469,37,3101.0,4,harmonic,[],[],13,16
211,42,3350.0,2,harmonic,[],[],5,11
345,258,19561.0,1,harmonic,[],[],8,24
491,42,3375.0,2,harmonic,[],[],14,16
475,37,3117.0,4,harmonic,[],[],13,19
65,42,3089.0,0,harmonic,[],[],1,24
315,42,3360.0,6,harmonic,[],[],8,9
467,42,3097.0,6,harmonic,[],[],13,15
59,42,3390.0,0,harmonic,[],[],1,21
193,42,3462.0,1,harmonic,[],[],4,22
451,46,3077.0,2,harmonic,[],[],12,19
121,42,3141.0,6,harmonic,[],[],3,7
231,55,4168.0,0,harmonic,[],[],5,21
197,47,3361.0,1,harmonic,[],[],4,24
591,37,3093.0,5,harmonic,[],[],20,21
541,37,3137.0,4,harmonic,[],[],16,22
533,47,3355.0,5,harmonic,[],[],16,18
97,46,3112.0,0,harmonic,[],[],2,17
379,37,3358.0,2,harmonic,[],[],9,25
37,55,4176.0,1,harmonic,[],[],1,10
427,39,3095.0,4,harmonic,[],[],11,20
507,42,3114.0,5,harmonic,[],[],14,24
119,47,3368.0,4,harmonic,[],[],3,6
601,37,3126.0,5,harmonic,[],[],21,22
619,39,3108.0,6,harmonic,[],[],24,25
