order,y_coordinate,x_coordinate,r,g,b,answers
295,2,6,74,41,23,"['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
266,3,18,0,86,55,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый']"
322,2,33,67,35,91,"['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Синий', 'Фиолетовый']"
318,2,29,0,52,89,"['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Серый', 'Синий', 'Синий']"
252,3,4,136,37,17,"['Коричневый', 'Коричневый', 'Красный', 'Красный', 'Красный', 'Красный', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Красный', 'Красный']"
143,6,18,0,171,119,"['Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
76,8,33,207,198,226,"['Бирюзовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Голубой', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Голубой']"
255,3,7,104,63,17,"['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
193,5,27,7,133,172,"['Синий', 'Синий', 'Синий', 'Бирюзовый', 'Синий', 'Голубой', 'Синий', 'Лиловый', 'Синий', 'Синий', 'Синий', 'Голубой']"
74,8,31,195,201,229,"['Бирюзовый', 'Голубой', 'Фиолетовый', 'Бирюзовый', 'Голубой', 'Голубой', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Бирюзовый', 'Голубой', 'Лиловый']"
268,3,20,0,86,68,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Бирюзовый', 'Зеленый', 'Зеленый']"
7,9,5,246,226,215,"['Лиловый', 'Бежевый', 'Розовый', 'Серый', 'Желтый', 'Розовый', 'Розовый', 'Бежевый', 'Розовый', 'Белый', 'Розовый']"
330,1,0,39,39,39,"['Черный', 'Черный', 'Черный', 'Черный', 'Черный', 'Черный', 'Черный', 'Черный', 'Черный', 'Черный', 'Черный', 'Черный']"
57,8,14,182,215,68,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
251,3,3,148,8,22,"['Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный']"
1,10,0,243,243,243,"['Белый', 'Белый', 'Бежевый', 'Серый', 'Белый', 'Белый', 'Белый', 'Бирюзовый', 'Белый', 'Серый', 'Серый']"
307,2,18,0,59,38,"['Зеленый', 'Черный', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый']"
296,2,7,71,43,18,"['Черный', 'Фиолетовый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
179,5,13,118,130,1,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
275,3,27,0,79,110,"['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Синий']"
172,5,6,187,100,0,"['Коричневый', 'Коричневый', 'Оранжевый', 'Оранжевый', 'Коричневый', 'Коричневый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Коричневый', 'Коричневый', 'Оранжевый']"
184,5,18,0,144,95,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
249,3,1,139,27,55,"['Красный', 'Красный', 'Красный', 'Фиолетовый', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Фиолетовый', 'Красный']"
324,2,35,70,37,74,"['Фиолетовый', 'Фиолетовый', 'Бирюзовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
200,5,34,151,105,174,"['Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Белый', 'Фиолетовый', 'Лиловый', 'Фиолетовый']"
2,9,0,229,229,229,"['Белый', 'Серый', 'Белый', 'Белый', 'Серый', 'Белый', 'Белый', 'Белый', 'Лиловый', 'Белый', 'Серый', 'Белый', 'Голубой']"
190,5,24,0,139,152,"['Бирюзовый', 'Голубой', 'Голубой', 'Синий', 'Бирюзовый', 'Синий', 'Бирюзовый', 'Голубой', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Зеленый']"
196,5,30,51,125,206,"['Голубой', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Голубой', 'Голубой']"
202,5,36,180,90,164,"['Фиолетовый', 'Фиолетовый', 'Розовый', 'Розовый', 'Лиловый', 'Лиловый', 'Розовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Розовый', 'Фиолетовый', 'Фиолетовый']"
8,9,6,246,226,210,"['Бежевый', 'Розовый', 'Розовый', 'Бежевый', 'Бежевый', 'Бежевый', 'Бежевый', 'Бежевый', 'Розовый', 'Оранжевый', 'Бежевый', 'Бежевый']"
301,2,12,51,50,34,"['Черный', 'Серый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Черный', 'Черный', 'Серый', 'Черный', 'Серый', 'Черный']"
59,8,16,147,220,136,"['Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
94,7,10,207,173,0,"['Оранжевый', 'Желтый', 'Желтый', 'Бежевый', 'Желтый', 'Коричневый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый']"
233,4,26,0,109,143,"['Синий', 'Голубой', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Бирюзовый', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Синий']"
146,6,21,2,168,147,"['Бирюзовый', 'Бирюзовый', 'Лиловый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый']"
150,6,25,0,165,186,"['Голубой', 'Бирюзовый', 'Голубой', 'Голубой', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Голубой']"
305,2,16,28,55,32,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Серый', 'Зеленый', 'Черный']"
131,6,6,219,126,21,"['Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Желтый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Коричневый', 'Оранжевый']"
194,5,28,0,132,188,"['Голубой', 'Синий', 'Синий', 'Синий', 'Голубой', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Голубой', 'Синий']"
261,3,13,70,76,32,"['Зеленый', 'Коричневый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый']"
43,8,0,202,202,202,"['Серый', 'Фиолетовый', 'Серый', 'Белый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый']"
291,2,2,98,17,38,"['Коричневый', 'Лиловый', 'Красный', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Красный', 'Красный', 'Коричневый', 'Красный', 'Красный']"
101,7,17,72,198,123,"['Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
122,7,38,242,147,182,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
303,2,14,46,51,38,"['Коричневый', 'Зеленый', 'Серый', 'Черный', 'Черный', 'Черный', 'Зеленый', 'Черный', 'Серый', 'Серый', 'Черный', 'Черный', 'Серый']"
54,8,11,223,205,0,"['Зеленый', 'Зеленый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый']"
285,3,37,125,36,99,"['Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
103,7,19,79,195,156,"['Бирюзовый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Бирюзовый']"
79,8,36,234,189,221,"['Лиловый', 'Розовый', 'Розовый', 'Розовый', 'Фиолетовый', 'Розовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Розовый', 'Розовый', 'Лиловый', 'Розовый']"
270,3,22,0,84,82,"['Синий', 'Синий', 'Синий', 'Бирюзовый', 'Черный', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Синий', 'Бирюзовый', 'Синий', 'Зеленый', 'Зеленый']"
220,4,13,93,102,24,"['Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
99,7,15,129,193,71,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
149,6,24,0,166,177,"['Голубой', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Синий', 'Голубой', 'Бирюзовый', 'Синий', 'Бирюзовый']"
175,5,9,154,118,14,"['Коричневый', 'Зеленый', 'Желтый', 'Желтый', 'Бежевый', 'Желтый', 'Коричневый', 'Бежевый', 'Коричневый', 'Коричневый', 'Желтый', 'Желтый']"
14,9,12,237,234,140,"['Бежевый', 'Бежевый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Бежевый', 'Бирюзовый', 'Желтый', 'Желтый', 'Желтый', 'Желтый']"
304,2,15,34,55,26,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Черный', 'Зеленый', 'Зеленый', 'Черный', 'Зеленый', 'Зеленый', 'Зеленый']"
320,2,31,39,40,112,"['Синий', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Синий', 'Синий', 'Фиолетовый', 'Синий', 'Фиолетовый', 'Синий']"
137,6,12,157,154,0,"['Зеленый', 'Зеленый', 'Зеленый', 'Желтый', 'Желтый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Желтый']"
244,4,37,160,58,127,"['Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Розовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
192,5,26,0,135,168,"['Голубой', 'Синий', 'Голубой', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Бирюзовый', 'Голубой']"
168,5,2,218,70,74,"['Красный', 'Розовый', 'Красный', 'Красный', 'Красный', 'Красный', 'Красный', 'Розовый', 'Красный', 'Красный', 'Розовый', 'Красный']"
70,8,27,166,209,225,"['Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Бирюзовый', 'Голубой', 'Фиолетовый', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
6,9,4,245,226,219,"['Белый', 'Розовый', 'Розовый', 'Розовый', 'Бежевый', 'Розовый', 'Розовый', 'Розовый', 'Бирюзовый', 'Розовый', 'Розовый', 'Лиловый']"
49,8,6,248,191,145,"['Розовый', 'Розовый', 'Бежевый', 'Оранжевый', 'Оранжевый', 'Желтый', 'Желтый', 'Оранжевый', 'Бежевый', 'Оранжевый', 'Бежевый', 'Коричневый', 'Оранжевый']"
128,6,3,236,112,89,"['Бежевый', 'Розовый', 'Розовый', 'Оранжевый', 'Розовый', 'Оранжевый', 'Оранжевый', 'Розовый', 'Красный', 'Оранжевый', 'Розовый', 'Оранжевый']"
188,5,22,0,140,134,"['Бирюзовый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Фиолетовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый']"
106,7,22,54,195,182,"['Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый']"
72,8,29,164,207,245,"['Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
47,8,4,254,187,161,"['Розовый', 'Розовый', 'Оранжевый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Бежевый', 'Бежевый', 'Оранжевый', 'Бежевый', 'Бежевый']"
248,3,0,72,72,72,"['Серый', 'Серый', 'Черный', 'Серый', 'Серый', 'Серый', 'Черный', 'Лиловый', 'Серый', 'Черный', 'Серый', 'Черный']"
55,8,12,213,208,0,"['Желтый', 'Зеленый', 'Желтый', 'Зеленый', 'Желтый', 'Желтый', 'Желтый', 'Бирюзовый', 'Желтый', 'Желтый', 'Желтый']"
12,9,10,249,230,142,"['Бежевый', 'Бежевый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Бирюзовый', 'Желтый', 'Желтый', 'Желтый', 'Желтый']"
182,5,16,0,144,24,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
154,6,29,77,155,218,"['Голубой', 'Голубой', 'Голубой', 'Синий', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
293,2,4,87,32,26,"['Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый']"
298,2,9,58,48,32,"['Черный', 'Черный', 'Коричневый', 'Серый', 'Коричневый', 'Коричневый', 'Черный', 'Коричневый', 'Черный', 'Коричневый', 'Коричневый', 'Коричневый']"
155,6,30,102,151,219,"['Голубой', 'Голубой', 'Голубой', 'Синий', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Синий', 'Голубой', 'Синий']"
104,7,20,71,195,164,"['Бирюзовый', 'Бирюзовый', 'Голубой', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Бежевый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Зеленый']"
133,6,8,200,137,0,"['Оранжевый', 'Коричневый', 'Оранжевый', 'Желтый', 'Оранжевый', 'Бежевый', 'Желтый', 'Зеленый', 'Оранжевый', 'Коричневый', 'Оранжевый', 'Оранжевый']"
319,2,30,0,49,103,"['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
20,9,18,207,237,219,"['Голубой', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Голубой', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый']"
140,6,15,91,168,0,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Розовый']"
51,8,8,255,189,0,"['Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Оранжевый', 'Желтый', 'Оранжевый', 'Желтый', 'Желтый', 'Желтый', 'Оранжевый', 'Оранжевый']"
205,5,39,212,70,123,"['Лиловый', 'Фиолетовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
85,7,1,238,152,154,"['Розовый', 'Розовый', 'Розовый', 'Лиловый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
107,7,23,100,190,187,"['Бирюзовый', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Розовый', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Голубой', 'Голубой']"
125,6,0,149,149,149,"['Серый', 'Фиолетовый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Синий']"
258,3,10,85,71,30,"['Оранжевый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Коричневый', 'Серый', 'Коричневый', 'Коричневый', 'Коричневый']"
226,4,19,0,116,82,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
222,4,15,58,110,20,"['Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
134,6,9,187,143,0,"['Коричневый', 'Коричневый', 'Желтый', 'Коричневый', 'Бежевый', 'Желтый', 'Коричневый', 'Коричневый', 'Желтый', 'Оранжевый', 'Желтый']"
229,4,22,0,113,110,"['Голубой', 'Синий', 'Зеленый', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Зеленый', 'Синий', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый']"
176,5,10,146,121,0,"['Коричневый', 'Коричневый', 'Бежевый', 'Желтый', 'Коричневый', 'Коричневый', 'Коричневый', 'Зеленый', 'Коричневый', 'Коричневый', 'Коричневый', 'Желтый']"
317,2,28,0,54,87,"['Фиолетовый', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
278,3,30,0,73,141,"['Синий', 'Синий', 'Синий', 'Лиловый', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
279,3,31,55,62,151,"['Голубой', 'Лиловый', 'Синий', 'Синий', 'Фиолетовый', 'Синий', 'Синий', 'Фиолетовый', 'Синий', 'Синий', 'Синий', 'Фиолетовый']"
110,7,26,109,186,208,"['Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Бирюзовый', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
157,6,32,149,142,200,"['Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Голубой', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый']"
316,2,27,0,55,85,"['Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
81,8,38,245,187,205,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
108,7,24,100,189,195,"['Голубой', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Бирюзовый']"
21,9,19,205,237,222,"['Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Голубой', 'Голубой', 'Зеленый', 'Серый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Голубой', 'Бирюзовый']"
139,6,14,127,161,0,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
284,3,36,118,41,110,"['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
187,5,21,0,144,124,"['Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Зеленый']"
82,8,39,247,186,198,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Лиловый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
77,8,34,211,197,223,"['Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Серый', 'Лиловый']"
13,9,11,243,232,140,"['Бежевый', 'Желтый', 'Желтый', 'Желтый', 'Бежевый', 'Желтый', 'Желтый', 'Бирюзовый', 'Желтый', 'Желтый', 'Желтый']"
329,2,40,94,19,54,"['Фиолетовый', 'Лиловый', 'Красный', 'Красный', 'Коричневый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Красный', 'Фиолетовый', 'Красный', 'Коричневый', 'Красный']"
204,5,38,197,82,134,"['Фиолетовый', 'Фиолетовый', 'Розовый', 'Розовый', 'Розовый', 'Фиолетовый', 'Лиловый', 'Розовый', 'Красный', 'Розовый', 'Розовый', 'Розовый']"
3,9,1,242,226,225,"['Серый', 'Зеленый', 'Розовый', 'Розовый', 'Розовый', 'Бежевый', 'Бежевый', 'Серый', 'Розовый', 'Розовый', 'Бежевый', 'Розовый']"
276,3,28,0,79,125,"['Голубой', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий', 'Синий']"
63,8,20,130,219,192,"['Голубой', 'Голубой', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Зеленый']"
241,4,34,126,78,148,"['Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Фиолетовый']"
138,6,13,144,157,0,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
35,9,33,231,228,239,"['Серый', 'Серый', 'Белый', 'Голубой', 'Голубой', 'Лиловый', 'Белый', 'Лиловый', 'Белый', 'Белый', 'Серый', 'Серый', 'Розовый']"
11,9,9,250,228,172,"['Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Бежевый', 'Бежевый', 'Желтый', 'Желтый', 'Розовый', 'Желтый']"
313,2,24,0,55,64,"['Синий', 'Черный', 'Черный', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Черный', 'Зеленый', 'Синий', 'Синий', 'Синий', 'Черный', 'Бирюзовый', 'Синий']"
259,3,11,80,73,29,"['Коричневый', 'Серый', 'Коричневый', 'Коричневый', 'Коричневый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Коричневый', 'Зеленый', 'Коричневый']"
