0,1,2,3,4,5,6,7,8,9,order
Бирюзовый,Голубой,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,109
Голубой,Голубой,Голубой,Голубой,Голубой,Бирюзовый,Голубой,Голубой,Голубой,Голубой,110
Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,111
Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,112
Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,113
Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,114
Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,115
Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,116
Лиловый,Фиолетовый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,117
Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,118
Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,119
Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,120
Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,121
Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,122
Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,123
Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,124
Серый,Серый,Серый,Серый,Серый,Серый,Серый,Серый,Серый,Серый,125
Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,126
Оранжевый,Красный,Розовый,Красный,Красный,Красный,Красный,Розовый,Красный,Красный,127
Оранжевый,Красный,Красный,Оранжевый,Оранжевый,Оранжевый,Красный,Красный,Красный,Оранжевый,128
Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,129
Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,130
Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,131
Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,132
Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,133
Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,134
Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,135
Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,136
Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,137
Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Зеленый,Зеленый,Желтый,Желтый,138
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,139
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,140
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,141
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,142
Бирюзовый,Зеленый,Зеленый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Зеленый,Бирюзовый,Бирюзовый,143
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Зеленый,Бирюзовый,Бирюзовый,144
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,145
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,146
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,147
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,148
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,149
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,150
Бирюзовый,Голубой,Голубой,Голубой,Бирюзовый,Бирюзовый,Бирюзовый,Голубой,Голубой,Голубой,151
Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Бирюзовый,Голубой,Голубой,Голубой,152
Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,153
Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,154
Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,Голубой,155
Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Фиолетовый,Лиловый,Лиловый,Лиловый,156
Лиловый,Фиолетовый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,157
Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,158
Лиловый,Фиолетовый,Лиловый,Лиловый,Лиловый,Фиолетовый,Лиловый,Фиолетовый,Лиловый,Лиловый,159
Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,160
Розовый,Лиловый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,161
Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,162
Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,163
Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,164
Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,165
Серый,Серый,Серый,Серый,Серый,Серый,Серый,Серый,Серый,Серый,166
Красный,Розовый,Розовый,Красный,Розовый,Розовый,Красный,Розовый,Розовый,Розовый,167
Красный,Красный,Красный,Красный,Красный,Красный,Красный,Красный,Красный,Красный,168
Красный,Красный,Красный,Красный,Красный,Красный,Красный,Красный,Красный,Красный,169
Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,170
Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,171
Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,172
Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,173
Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,174
Желтый,Желтый,Коричневый,Желтый,Коричневый,Коричневый,Коричневый,Желтый,Желтый,Коричневый,175
Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,176
Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,177
Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,Желтый,178
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,179
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,180
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,181
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,182
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,183
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,184
Бирюзовый,Зеленый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Зеленый,Бирюзовый,Бирюзовый,Бирюзовый,185
Бирюзовый,Зеленый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,186
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,187
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,188
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,189
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,190
Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,191
Голубой,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Бирюзовый,Голубой,Голубой,Голубой,192
Бирюзовый,Голубой,Бирюзовый,Бирюзовый,Голубой,Бирюзовый,Бирюзовый,Голубой,Голубой,Голубой,193
Голубой,Голубой,Голубой,Голубой,Голубой,Бирюзовый,Голубой,Голубой,Голубой,Голубой,194
Голубой,Синий,Голубой,Синий,Синий,Голубой,Синий,Голубой,Голубой,Голубой,195
Голубой,Синий,Голубой,Голубой,Синий,Голубой,Голубой,Синий,Голубой,Голубой,196
Синий,Синий,Синий,Синий,Синий,Синий,Фиолетовый,Синий,Фиолетовый,Синий,197
Лиловый,Фиолетовый,Лиловый,Лиловый,Лиловый,Фиолетовый,Фиолетовый,Фиолетовый,Лиловый,Лиловый,198
Лиловый,Фиолетовый,Фиолетовый,Лиловый,Лиловый,Фиолетовый,Фиолетовый,Лиловый,Фиолетовый,Лиловый,199
Лиловый,Фиолетовый,Фиолетовый,Лиловый,Фиолетовый,Фиолетовый,Фиолетовый,Лиловый,Фиолетовый,Лиловый,200
Лиловый,Фиолетовый,Лиловый,Лиловый,Лиловый,Фиолетовый,Фиолетовый,Лиловый,Лиловый,Лиловый,201
Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Лиловый,Фиолетовый,Розовый,Лиловый,Лиловый,202
Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Фиолетовый,Розовый,Розовый,Розовый,203
Розовый,Фиолетовый,Розовый,Фиолетовый,Розовый,Розовый,Фиолетовый,Розовый,Розовый,Розовый,204
Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,205
Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,Розовый,206
Серый,Серый,Серый,Серый,Серый,Серый,Серый,Серый,Серый,Серый,207
Красный,Красный,Красный,Красный,Красный,Красный,Красный,Красный,Красный,Красный,208
Красный,Красный,Красный,Красный,Красный,Красный,Красный,Красный,Красный,Красный,209
Красный,Красный,Красный,Красный,Красный,Красный,Красный,Красный,Красный,Красный,210
Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,Оранжевый,211
Оранжевый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,212
Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,213
Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,214
Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,215
Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,216
Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,Коричневый,217
Желтый,Бежевый,Желтый,Коричневый,Коричневый,Коричневый,Коричневый,Желтый,Коричневый,Коричневый,218
Коричневый,Зеленый,Желтый,Коричневый,Коричневый,Коричневый,Коричневый,Желтый,Желтый,Зеленый,219
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,220
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,221
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,222
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,223
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,224
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,225
Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,Зеленый,226
Бирюзовый,Зеленый,Зеленый,Бирюзовый,Зеленый,Зеленый,Зеленый,Зеленый,Бирюзовый,Бирюзовый,227
