order,y_coordinate,x_coordinate,r,g,b,answers
79,8,36,234,189,221,['Pink']
83,8,40,250,186,192,['Pink']
84,7,0,175,175,175,['Gray']
85,7,1,238,152,154,"['Pink', 'Pink']"
87,7,3,254,146,124,['Pink']
89,7,5,247,152,95,"['Orange', 'Pink']"
90,7,6,255,149,0,"['Orange', 'Yellow', 'Gold']"
91,7,7,245,156,0,['Gold']
92,7,8,234,162,0,"['Orange', 'Gold']"
93,7,9,219,168,0,['Gold']
94,7,10,207,173,0,"['Gold', 'Yellow']"
97,7,13,170,185,0,['Green']
98,7,14,151,190,0,"['Brown', 'Green']"
99,7,15,129,193,71,['Green']
100,7,16,105,195,96,['Beige']
101,7,17,72,198,123,"['Green', 'Green']"
103,7,19,79,195,156,['Turquoise']
106,7,22,54,195,182,"['Blue', 'Turquoise']"
107,7,23,100,190,187,"['Turquoise', 'Blue']"
108,7,24,100,189,195,['Blue']
109,7,25,102,188,201,['Turquoise']
110,7,26,109,186,208,"['Blue', 'Blue']"
111,7,27,118,185,211,['Blue']
115,7,31,164,174,217,"['Blue', 'Purple', 'Purple', 'Blue', 'Blue']"
116,7,32,175,171,215,['Gray']
117,7,33,183,169,211,"['Purple', 'Purple']"
118,7,34,190,167,207,"['Purple', 'Purple']"
119,7,35,209,159,209,['Purple']
120,7,36,217,157,201,"['Pink', 'Pink', 'Pink', 'Purple']"
122,7,38,242,147,182,"['Red', 'Pink']"
124,7,40,236,153,162,"['Pink', 'Pink']"
125,6,0,149,149,149,['Gray']
126,6,1,235,109,119,['Pink']
127,6,2,236,110,106,['Beige']
128,6,3,236,112,89,['Pink']
130,6,5,240,112,0,"['Orange', 'Orange']"
132,6,7,210,132,0,"['Orange', 'Gold', 'Gold']"
133,6,8,200,137,0,['Orange']
135,6,10,176,147,0,['Gold']
136,6,11,167,151,0,['Green']
137,6,12,157,154,0,['Green']
138,6,13,144,157,0,['Orange']
139,6,14,127,161,0,['Green']
141,6,16,50,171,53,"['Green', 'Green', 'Green', 'Green']"
142,6,17,31,170,100,"['Gray', 'Green']"
144,6,19,0,171,129,"['Green', 'Green', 'Turquoise', 'Turquoise']"
145,6,20,0,171,138,"['Green', 'Turquoise', 'Turquoise', 'Blue']"
147,6,22,0,167,158,"['Turquoise', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise']"
148,6,23,0,167,167,"['Blue', 'Turquoise', 'Turquoise']"
149,6,24,0,166,177,"['Blue', 'Turquoise']"
150,6,25,0,165,186,"['Blue', 'Blue', 'Blue', 'Blue']"
152,6,27,57,160,198,['Blue']
155,6,30,102,151,219,"['Blue', 'Blue']"
156,6,31,135,146,203,['Blue']
158,6,33,161,139,197,"['Purple', 'Purple']"
159,6,34,170,136,191,['Purple']
160,6,35,190,128,192,"['Purple', 'Purple']"
163,6,38,212,121,156,"['Pink', 'Pink', 'Pink']"
164,6,39,229,111,146,['Pink']
166,5,0,123,123,123,['Gray']
167,5,1,217,68,93,['Pink']
168,5,2,218,70,74,['Pink']
169,5,3,218,72,54,['Pink']
171,5,5,202,90,0,"['Orange', 'Orange']"
172,5,6,187,100,0,"['Gold', 'Brown']"
173,5,7,174,108,0,['Gold']
174,5,8,166,113,0,"['Brown', 'Gold', 'Gold']"
176,5,10,146,121,0,['Gold']
177,5,11,138,124,0,"['Brown', 'Green']"
178,5,12,129,127,0,"['Green', 'Green']"
179,5,13,118,130,1,['Green']
180,5,14,105,133,24,['Green']
181,5,15,74,138,11,['Green']
182,5,16,0,144,24,"['Green', 'Green', 'Green']"
184,5,18,0,144,95,['Green']
185,5,19,0,144,105,"['Green', 'Green']"
186,5,20,0,144,114,"['Green', 'Green']"
187,5,21,0,144,124,"['Turquoise', 'Turquoise', 'Blue']"
188,5,22,0,140,134,['Turquoise']
189,5,23,0,140,142,"['Turquoise', 'Blue']"
190,5,24,0,139,152,"['Turquoise', 'Blue']"
193,5,27,7,133,172,['Blue']
194,5,28,0,132,188,"['Blue', 'Blue']"
195,5,29,0,129,205,['Blue']
196,5,30,51,125,206,['Blue']
197,5,31,105,118,190,"['Blue', 'Blue', 'Blue']"
198,5,32,126,113,186,['Purple']
200,5,34,151,105,174,['Purple']
201,5,35,162,101,166,"['Purple', 'Purple', 'Purple', 'Purple']"
202,5,36,180,90,164,['Purple']
203,5,37,189,86,151,['Pink']
204,5,38,197,82,134,"['Pink', 'Pink', 'Pink', 'Pink']"
206,5,40,215,69,107,"['Pink', 'Pink', 'Pink', 'Pink']"
207,4,0,97,97,97,['Gray']
208,4,1,188,30,71,['Pink']
210,4,3,186,39,33,"['Red', 'Red']"
211,4,4,181,49,0,"['Red', 'Red']"
212,4,5,158,73,15,['Brown']
213,4,6,145,81,27,"['Brown', 'Brown']"
215,4,8,127,90,33,['Brown']
217,4,10,115,96,21,['Green']
218,4,11,109,98,18,"['Brown', 'Brown']"
220,4,13,93,102,24,['Green']
221,4,14,84,105,33,['Green']
223,4,16,36,111,42,"['Green', 'Green']"
224,4,17,0,116,56,"['Green', 'Green']"
225,4,18,0,116,72,"['Green', 'Green']"
226,4,19,0,116,82,"['Green', 'Green', 'Green']"
227,4,20,0,117,90,"['Turquoise', 'Turquoise']"
229,4,22,0,113,110,"['Blue', 'Blue', 'Blue']"
230,4,23,0,113,119,['Turquoise']
231,4,24,0,109,120,"['Blue', 'Blue']"
232,4,25,0,108,125,"['Blue', 'Turquoise']"
233,4,26,0,109,143,"['Blue', 'Blue', 'Blue']"
234,4,27,0,106,147,['Blue']
235,4,28,0,106,162,['Blue']
236,4,29,0,102,164,"['Blue', 'Blue']"
239,4,32,102,86,160,['Purple']
240,4,33,116,81,153,"['Purple', 'Purple']"
241,4,34,126,78,148,['Purple']
242,4,35,135,74,140,"['Purple', 'Purple']"
243,4,36,151,63,139,['Purple']
244,4,37,160,58,127,"['Purple', 'Purple', 'Purple', 'Purple']"
246,4,39,172,51,99,['Purple']
248,3,0,72,72,72,"['Gray', 'Gray']"
249,3,1,139,27,55,['Red']
250,3,2,139,29,43,['Brown']
251,3,3,148,8,22,"['Red', 'Red']"
252,3,4,136,37,17,"['Red', 'Brown']"
253,3,5,121,52,14,['Brown']
255,3,7,104,63,17,['Brown']
257,3,9,89,70,32,['Brown']
258,3,10,85,71,30,['Green']
259,3,11,80,73,29,"['Green', 'Brown']"
260,3,12,76,74,29,"['Green', 'Green']"
261,3,13,70,76,32,"['Green', 'Green']"
263,3,15,46,81,27,"['Green', 'Green', 'Green']"
265,3,17,0,86,45,['Green']
267,3,19,0,89,60,['Green']
269,3,21,0,84,75,"['Green', 'Green', 'Blue']"
270,3,22,0,84,82,['Blue']
271,3,23,0,83,89,"['Turquoise', 'Blue']"
273,3,25,0,82,101,"['Blue', 'Blue']"
274,3,26,0,81,106,"['Blue', 'Blue', 'Turquoise']"
275,3,27,0,79,110,['Blue']
277,3,29,0,76,140,"['Blue', 'Blue', 'Blue', 'Blue']"
278,3,30,0,73,141,['Blue']
280,3,32,80,59,135,['Purple']
281,3,33,94,53,129,"['Purple', 'Purple']"
283,3,35,111,45,117,"['Purple', 'Purple']"
284,3,36,118,41,110,['Purple']
285,3,37,125,36,99,['Purple']
286,3,38,130,33,88,"['Pink', 'Purple']"
287,3,39,134,30,78,['Purple']
288,3,40,137,28,66,"['Red', 'Purple']"
290,2,1,96,17,46,['Purple']
291,2,2,98,17,38,['Purple']
293,2,4,87,32,26,"['Brown', 'Brown']"
294,2,5,76,40,29,"['Brown', 'Brown']"
295,2,6,74,41,23,"['Brown', 'Brown', 'Brown']"
297,2,8,60,47,33,"['Brown', 'Black']"
298,2,9,58,48,32,"['Brown', 'Brown']"
300,2,11,53,50,32,"['Green', 'Black']"
301,2,12,51,50,34,"['Black', 'Gray', 'Gray']"
302,2,13,48,51,36,['Black']
305,2,16,28,55,32,"['Black', 'Green']"
306,2,17,22,56,38,['Green']
308,2,19,0,59,43,"['Green', 'Green']"
309,2,20,0,59,47,"['Blue', 'Black']"
310,2,21,6,56,51,"['Turquoise', 'Green']"
311,2,22,2,56,56,['Black']
316,2,27,0,55,85,['Blue']
319,2,30,0,49,103,"['Blue', 'Blue', 'Purple']"
320,2,31,39,40,112,['Blue']
321,2,32,56,39,96,"['Blue', 'Blue']"
323,2,34,73,32,87,['Purple']
325,2,36,74,35,71,['Purple']
326,2,37,87,24,72,['Purple']
327,2,38,90,22,65,"['Purple', 'Purple', 'Purple', 'Purple']"
328,2,39,92,20,60,['Purple']
329,2,40,94,19,54,['Purple']
