order,y_coordinate,x_coordinate,r,g,b,answers
17,9,15,219,235,204,"['Голубой', 'Серый', 'Зеленый', 'Зеленый', 'Серый', 'Зеленый', 'Зеленый', 'Серый', 'Зеленый', 'Зеленый', 'Серый']"
18,9,16,213,236,209,"['Голубой', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Зеленый']"
19,9,17,209,236,214,"['Бирюзовый', 'Голубой', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Серый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
20,9,18,207,237,219,"['Голубой', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Голубой', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый']"
21,9,19,205,237,222,"['Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Голубой', 'Голубой', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Голубой', 'Бирюзовый']"
22,9,20,204,237,224,"['Голубой', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Голубой', 'Голубой', 'Бирюзовый', 'Голубой', 'Бирюзовый']"
23,9,21,204,237,227,"['Голубой', 'Зеленый', 'Голубой', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Голубой', 'Зеленый', 'Бирюзовый', 'Зеленый']"
24,9,22,204,236,230,"['Зеленый', 'Голубой', 'Зеленый', 'Бирюзовый', 'Белый', 'Бирюзовый', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
25,9,23,204,236,233,"['Голубой', 'Голубой', 'Голубой', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
26,9,24,206,235,235,"['Голубой', 'Голубой', 'Голубой', 'Бирюзовый', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Бирюзовый', 'Голубой', 'Голубой', 'Голубой']"
27,9,25,208,234,238,"['Голубой', 'Голубой', 'Голубой', 'Голубой', 'Серый', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
28,9,26,211,234,239,"['Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Бирюзовый', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
29,9,27,214,233,239,"['Голубой', 'Серый', 'Серый', 'Голубой', 'Голубой', 'Голубой', 'Бирюзовый', 'Серый', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
30,9,28,217,232,240,"['Голубой', 'Голубой', 'Голубой', 'Серый', 'Серый', 'Лиловый', 'Белый', 'Голубой', 'Голубой', 'Голубой']"
31,9,29,221,231,240,"['Голубой', 'Серый', 'Голубой', 'Белый', 'Серый', 'Фиолетовый', 'Белый', 'Серый', 'Голубой', 'Голубой', 'Серый', 'Серый']"
32,9,30,223,230,240,"['Голубой', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Лиловый', 'Голубой']"
33,9,31,227,229,240,"['Голубой', 'Серый', 'Голубой', 'Белый', 'Серый', 'Лиловый', 'Серый', 'Лиловый', 'Лиловый', 'Серый', 'Голубой']"
34,9,32,229,228,239,"['Серый', 'Фиолетовый', 'Бежевый', 'Бежевый', 'Фиолетовый', 'Белый', 'Серый', 'Серый', 'Голубой', 'Розовый', 'Серый']"
35,9,33,231,228,239,"['Серый', 'Серый', 'Голубой', 'Голубой', 'Лиловый', 'Белый', 'Лиловый', 'Белый', 'Серый', 'Серый', 'Розовый']"
36,9,34,232,228,238,"['Серый', 'Фиолетовый', 'Белый', 'Серый', 'Серый', 'Серый', 'Белый', 'Лиловый', 'Лиловый', 'Лиловый', 'Голубой', 'Голубой', 'Розовый']"
37,9,35,236,227,235,"['Белый', 'Лиловый', 'Розовый', 'Лиловый', 'Серый', 'Лиловый', 'Белый', 'Серый', 'Серый', 'Лиловый', 'Розовый', 'Лиловый']"
38,9,36,237,227,233,"['Белый', 'Фиолетовый', 'Розовый', 'Белый', 'Лиловый', 'Бежевый', 'Белый', 'Розовый', 'Лиловый', 'Розовый', 'Розовый', 'Розовый']"
39,9,37,238,226,232,"['Серый', 'Серый', 'Розовый', 'Бежевый', 'Розовый', 'Лиловый', 'Белый', 'Бежевый', 'Розовый', 'Лиловый', 'Розовый', 'Розовый', 'Розовый']"
40,9,38,240,226,230,"['Розовый', 'Бежевый', 'Розовый', 'Серый', 'Розовый', 'Бежевый', 'Бежевый', 'Серый', 'Розовый', 'Лиловый', 'Белый', 'Розовый']"
41,9,39,241,226,228,"['Лиловый', 'Белый', 'Бежевый', 'Розовый', 'Бежевый', 'Серый', 'Розовый', 'Розовый', 'Белый', 'Розовый', 'Розовый', 'Розовый']"
42,9,40,241,226,227,"['Лиловый', 'Розовый', 'Розовый', 'Розовый', 'Бежевый', 'Розовый', 'Бежевый', 'Серый', 'Розовый', 'Розовый', 'Розовый']"
43,8,0,202,202,202,"['Серый', 'Фиолетовый', 'Серый', 'Белый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый']"
44,8,1,251,186,185,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
45,8,2,253,186,179,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
46,8,3,254,186,171,"['Розовый', 'Розовый', 'Розовый', 'Оранжевый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Оранжевый', 'Розовый', 'Розовый']"
47,8,4,254,187,161,"['Розовый', 'Розовый', 'Оранжевый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Бежевый', 'Бежевый', 'Оранжевый', 'Бежевый', 'Бежевый']"
48,8,5,252,188,153,"['Бежевый', 'Оранжевый', 'Розовый', 'Оранжевый', 'Оранжевый', 'Бежевый', 'Оранжевый', 'Розовый', 'Бежевый', 'Оранжевый']"
49,8,6,248,191,145,"['Розовый', 'Розовый', 'Бежевый', 'Оранжевый', 'Оранжевый', 'Желтый', 'Желтый', 'Оранжевый', 'Оранжевый', 'Бежевый', 'Коричневый', 'Оранжевый']"
50,8,7,254,190,114,"['Желтый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Желтый', 'Бежевый', 'Бежевый', 'Бежевый', 'Оранжевый', 'Желтый', 'Бежевый', 'Оранжевый']"
51,8,8,255,189,0,"['Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Оранжевый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Оранжевый', 'Оранжевый']"
52,8,9,254,194,0,"['Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый']"
53,8,10,237,200,0,"['Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый']"
54,8,11,223,205,0,"['Зеленый', 'Зеленый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый']"
55,8,12,213,208,0,"['Желтый', 'Зеленый', 'Желтый', 'Зеленый', 'Желтый', 'Желтый', 'Желтый', 'Бирюзовый', 'Желтый', 'Желтый', 'Желтый']"
56,8,13,197,213,0,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Желтый', 'Желтый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Желтый']"
57,8,14,182,215,68,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
58,8,15,156,220,94,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
59,8,16,147,220,136,"['Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
60,8,17,127,222,156,"['Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
61,8,18,137,219,178,"['Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый']"
62,8,19,133,219,185,"['Бирюзовый', 'Голубой', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Зеленый']"
63,8,20,130,219,192,"['Голубой', 'Голубой', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Зеленый']"
64,8,21,127,219,198,"['Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Бирюзовый']"
65,8,22,154,214,204,"['Голубой', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бежевый', 'Голубой', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Бирюзовый']"
66,8,23,154,213,209,"['Голубой', 'Голубой', 'Голубой', 'Голубой', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Бирюзовый']"
67,8,24,154,213,215,"['Зеленый', 'Бирюзовый', 'Голубой', 'Голубой', 'Бирюзовый', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
68,8,25,155,212,219,"['Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Голубой', 'Бирюзовый', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
69,8,26,160,210,223,"['Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
70,8,27,166,209,225,"['Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Бирюзовый', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
71,8,28,173,207,228,"['Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Синий', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
72,8,29,164,207,245,"['Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
73,8,30,175,204,247,"['Голубой', 'Голубой', 'Голубой', 'Лиловый', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
74,8,31,195,201,229,"['Бирюзовый', 'Голубой', 'Фиолетовый', 'Голубой', 'Голубой', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Бирюзовый', 'Голубой', 'Лиловый']"
75,8,32,201,200,227,"['Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Белый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Голубой']"
76,8,33,207,198,226,"['Бирюзовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Голубой', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Голубой']"
77,8,34,211,197,223,"['Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Серый', 'Лиловый']"
78,8,35,227,191,226,"['Лиловый', 'Розовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Розовый']"
79,8,36,234,189,221,"['Лиловый', 'Розовый', 'Розовый', 'Розовый', 'Фиолетовый', 'Розовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Розовый', 'Розовый', 'Лиловый', 'Розовый']"
80,8,37,240,188,213,"['Фиолетовый', 'Розовый', 'Лиловый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
81,8,38,245,187,205,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
82,8,39,247,186,198,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Лиловый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
83,8,40,250,186,192,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
84,7,0,175,175,175,"['Серый', 'Голубой', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Лиловый']"
85,7,1,238,152,154,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
86,7,2,239,152,146,"['Розовый', 'Розовый', 'Красный', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
87,7,3,254,146,124,"['Розовый', 'Розовый', 'Красный', 'Красный', 'Розовый', 'Розовый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Розовый']"
88,7,4,251,149,109,"['Розовый', 'Розовый', 'Оранжевый', 'Оранжевый', 'Розовый', 'Розовый', 'Оранжевый', 'Розовый', 'Оранжевый', 'Оранжевый', 'Розовый', 'Оранжевый']"
89,7,5,247,152,95,"['Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый']"
90,7,6,255,149,0,"['Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый']"
91,7,7,245,156,0,"['Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый']"
92,7,8,234,162,0,"['Оранжевый', 'Желтый', 'Желтый', 'Желтый', 'Оранжевый', 'Желтый', 'Желтый', 'Желтый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Желтый']"
93,7,9,219,168,0,"['Желтый', 'Желтый', 'Желтый', 'Оранжевый', 'Желтый', 'Оранжевый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый']"
94,7,10,207,173,0,"['Оранжевый', 'Желтый', 'Желтый', 'Бежевый', 'Желтый', 'Коричневый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый', 'Желтый']"
95,7,11,196,177,0,"['Желтый', 'Зеленый', 'Желтый', 'Желтый', 'Зеленый', 'Желтый', 'Желтый', 'Зеленый', 'Желтый', 'Зеленый', 'Желтый', 'Желтый', 'Желтый']"
96,7,12,185,181,0,"['Зеленый', 'Желтый', 'Желтый', 'Зеленый', 'Желтый', 'Желтый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Желтый', 'Желтый', 'Желтый']"
97,7,13,170,185,0,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Желтый', 'Зеленый']"
98,7,14,151,190,0,"['Зеленый', 'Зеленый', 'Желтый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
99,7,15,129,193,71,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
100,7,16,105,195,96,"['Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
101,7,17,72,198,123,"['Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый', 'Зеленый']"
102,7,18,88,195,148,"['Голубой', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Зеленый']"
103,7,19,79,195,156,"['Бирюзовый', 'Бирюзовый', 'Зеленый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Бирюзовый']"
104,7,20,71,195,164,"['Бирюзовый', 'Бирюзовый', 'Голубой', 'Зеленый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Зеленый']"
105,7,21,63,195,172,"['Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый']"
106,7,22,54,195,182,"['Голубой', 'Бирюзовый', 'Бирюзовый', 'Зеленый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый']"
107,7,23,100,190,187,"['Бирюзовый', 'Голубой', 'Бирюзовый', 'Розовый', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Бирюзовый', 'Голубой', 'Голубой']"
108,7,24,100,189,195,"['Голубой', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Голубой', 'Голубой', 'Бирюзовый']"
109,7,25,102,188,201,"['Бирюзовый', 'Голубой', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Бирюзовый', 'Голубой', 'Голубой', 'Бирюзовый', 'Голубой', 'Голубой', 'Голубой']"
110,7,26,109,186,208,"['Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
111,7,27,118,185,211,"['Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Синий', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
112,7,28,105,184,228,"['Голубой', 'Синий', 'Голубой', 'Синий', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Синий', 'Голубой', 'Голубой']"
113,7,29,125,181,231,"['Голубой', 'Голубой', 'Голубой', 'Голубой', 'Синий', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Синий', 'Голубой', 'Голубой']"
114,7,30,140,178,232,"['Синий', 'Голубой', 'Голубой', 'Голубой', 'Лиловый', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой', 'Голубой']"
115,7,31,164,174,217,"['Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Голубой', 'Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый']"
116,7,32,175,171,215,"['Лиловый', 'Лиловый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Бирюзовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Лиловый']"
117,7,33,183,169,211,"['Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Голубой', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый']"
118,7,34,190,167,207,"['Лиловый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Лиловый']"
119,7,35,209,159,209,"['Фиолетовый', 'Лиловый', 'Розовый', 'Лиловый', 'Фиолетовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Фиолетовый', 'Лиловый', 'Розовый']"
120,7,36,217,157,201,"['Лиловый', 'Розовый', 'Розовый', 'Розовый', 'Фиолетовый', 'Лиловый', 'Лиловый', 'Розовый', 'Розовый', 'Розовый', 'Фиолетовый', 'Розовый']"
121,7,37,235,149,196,"['Лиловый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Лиловый', 'Розовый', 'Розовый', 'Розовый', 'Лиловый', 'Лиловый', 'Розовый']"
122,7,38,242,147,182,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
123,7,39,233,153,172,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Лиловый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
124,7,40,236,153,162,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
125,6,0,149,149,149,"['Серый', 'Фиолетовый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Серый', 'Синий']"
126,6,1,235,109,119,"['Розовый', 'Розовый', 'Розовый', 'Розовый', 'Красный', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Розовый']"
127,6,2,236,110,106,"['Розовый', 'Оранжевый', 'Розовый', 'Розовый', 'Красный', 'Розовый', 'Розовый', 'Розовый', 'Розовый', 'Красный', 'Оранжевый', 'Оранжевый']"
128,6,3,236,112,89,"['Бежевый', 'Оранжевый', 'Розовый', 'Оранжевый', 'Оранжевый', 'Розовый', 'Красный', 'Оранжевый', 'Розовый', 'Оранжевый']"
129,6,4,244,108,47,"['Коричневый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый']"
130,6,5,240,112,0,"['Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый']"
131,6,6,219,126,21,"['Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Желтый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Коричневый', 'Оранжевый']"
132,6,7,210,132,0,"['Желтый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Желтый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый', 'Оранжевый']"
133,6,8,200,137,0,"['Оранжевый', 'Оранжевый', 'Желтый', 'Оранжевый', 'Бежевый', 'Желтый', 'Оранжевый', 'Коричневый', 'Оранжевый', 'Оранжевый']"
134,6,9,187,143,0,"['Коричневый', 'Коричневый', 'Желтый', 'Коричневый', 'Бежевый', 'Желтый', 'Коричневый', 'Коричневый', 'Желтый', 'Оранжевый', 'Желтый']"
135,6,10,176,147,0,"['Оранжевый', 'Коричневый', 'Коричневый', 'Желтый', 'Коричневый', 'Коричневый', 'Коричневый', 'Желтый', 'Желтый', 'Коричневый', 'Желтый', 'Коричневый']"
