order,y_coordinate,x_coordinate,r,g,b,answers
248,3,0,72,72,72,"['Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Black', 'Purple', 'Gray', 'Gray', 'Black', 'Black', 'Gray', 'Black', 'Gray', 'Gray', 'Black', 'Black', 'Gray', 'Black']"
84,7,0,175,175,175,"['Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Purple', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Beige', 'Silver', 'Gray', 'Gray', 'Gray']"
288,3,40,137,28,66,"['Red', 'Red', 'Purple', 'Red', 'Red', 'Red', 'Purple', 'Purple', 'Brown', 'Purple', 'Red', 'Purple', 'Purple', 'Purple', 'Purple', 'Red', 'Red', 'Purple', 'Purple']"
253,3,5,121,52,14,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Red', 'Brown', 'Brown', 'Brown', 'Black', 'Brown']"
6,9,4,245,226,219,"['Gray', 'Pink', 'Beige', 'Pink', 'Pink', 'Pink', 'Beige', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Beige', 'Pink']"
36,9,34,232,228,238,"['Gray', 'Purple', 'Purple', 'Gray', 'Gray', 'Turquoise', 'Silver', 'Purple', 'Silver', 'Gray', 'Gray', 'Silver', 'Purple', 'Gray', 'Purple', 'Purple', 'Gray', 'Silver', 'Purple']"
123,7,39,233,153,172,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink']"
125,6,0,149,149,149,"['Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Purple', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray', 'Gray']"
321,2,32,56,39,96,"['Purple', 'Blue', 'Blue', 'Purple', 'Purple', 'Purple', 'Blue', 'Blue', 'Black', 'Purple', 'Purple', 'Blue', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
217,4,10,115,96,21,"['Brown', 'Brown', 'Green', 'Gold', 'Green', 'Brown', 'Brown', 'Green', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Green', 'Brown', 'Brown']"
232,4,25,0,108,125,"['Blue', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Green', 'Turquoise', 'Blue']"
182,5,16,0,144,24,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
210,4,3,186,39,33,"['Red', 'Red', 'Red', 'Red', 'Pink', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Orange', 'Red']"
264,3,16,33,82,39,"['Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
327,2,38,90,22,65,"['Purple', 'Purple', 'Purple', 'Gray', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Brown', 'Purple', 'Purple']"
236,4,29,0,102,164,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Green', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
132,6,7,210,132,0,"['Orange', 'Orange', 'Yellow', 'Brown', 'Gold', 'Orange', 'Orange', 'Gold', 'Orange', 'Brown', 'Gold', 'Gold', 'Orange', 'Beige', 'Gold', 'Orange', 'Orange', 'Orange']"
220,4,13,93,102,24,"['Green', 'Brown', 'Green', 'Green', 'Green', 'Green', 'Blue', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Beige', 'Green', 'Green', 'Green']"
185,5,19,0,144,105,"['Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green']"
163,6,38,212,121,156,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Purple', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink']"
209,4,2,188,33,52,"['Red', 'Red', 'Red', 'Red', 'Pink', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red']"
28,9,26,211,234,239,"['Blue', 'Blue', 'Pink', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Gray', 'Blue', 'Turquoise', 'Gray', 'Turquoise', 'Silver', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue']"
16,9,14,223,236,172,"['Gray', 'Green', 'Green', 'Beige', 'Green', 'Green', 'Green', 'Green', 'Beige', 'Green', 'Yellow', 'Yellow', 'Gray', 'Silver', 'Green', 'Beige', 'Green', 'Yellow', 'Yellow', 'Orange']"
310,2,21,6,56,51,"['Turquoise', 'Black', 'Green', 'Green', 'Blue', 'Green', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Blue', 'Blue', 'Turquoise', 'Green', 'Green', 'Gray', 'Gray', 'Gray']"
300,2,11,53,50,32,"['Black', 'Brown', 'Brown', 'Green', 'Gray', 'Gray', 'Brown', 'Black', 'Black', 'Brown', 'Black', 'Black', 'Black', 'Gray', 'Brown', 'Gray', 'Green', 'Brown', 'Brown', 'Gray', 'Black', 'Green']"
85,7,1,238,152,154,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Red', 'Pink', 'Pink', 'Pink', 'Red', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink']"
269,3,21,0,84,75,"['Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Blue', 'Green', 'Green', 'Green', 'Green', 'Blue', 'Blue', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green']"
285,3,37,125,36,99,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Blue']"
309,2,20,0,59,47,"['Green', 'Gray', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Blue', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black', 'Green']"
263,3,15,46,81,27,"['Green', 'Green', 'Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
223,4,16,36,111,42,"['Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Brown', 'Green', 'Orange', 'Green', 'Green']"
212,4,5,158,73,15,"['Orange', 'Brown', 'Brown', 'Brown', 'Brown', 'Gold', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Orange', 'Brown', 'Orange', 'Brown', 'Brown', 'Brown', 'Brown']"
46,8,3,254,186,171,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Beige', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink']"
281,3,33,94,53,129,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Blue', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
22,9,20,204,237,224,"['Green', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Green', 'Turquoise', 'Green', 'Blue', 'Green', 'Green', 'Gray', 'Blue', 'Turquoise', 'Turquoise', 'Turquoise', 'Green', 'Green', 'Gray']"
323,2,34,73,32,87,"['Purple', 'Purple', 'Purple', 'Turquoise', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Blue', 'Purple', 'Purple']"
266,3,18,0,86,55,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
208,4,1,188,30,71,"['Pink', 'Red', 'Red', 'Red', 'Red', 'Pink', 'Red', 'Red', 'Purple', 'Purple', 'Purple', 'Pink', 'Red', 'Pink', 'Red', 'Red', 'Red', 'Red', 'Red']"
25,9,23,204,236,233,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Green', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Turquoise']"
83,8,40,250,186,192,"['Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink']"
54,8,11,223,205,0,"['Yellow', 'Gold', 'Yellow', 'Yellow', 'Yellow', 'Gold', 'Yellow', 'Gold', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Green', 'Yellow', 'Gold', 'Green', 'Yellow']"
291,2,2,98,17,38,"['Purple', 'Purple', 'Purple', 'Red', 'Red', 'Red', 'Brown', 'Purple', 'Red', 'Red', 'Brown', 'Purple', 'Purple', 'Purple', 'Purple', 'Red', 'Brown', 'Brown', 'Brown', 'Purple']"
155,6,30,102,151,219,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
47,8,4,254,187,161,"['Beige', 'Pink', 'Beige', 'Pink', 'Pink', 'Beige', 'Orange', 'Beige', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Beige', 'Pink', 'Pink']"
227,4,20,0,117,90,"['Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Blue']"
284,3,36,118,41,110,"['Purple', 'Turquoise', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Gray', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
93,7,9,219,168,0,"['Orange', 'Gold', 'Gold', 'Yellow', 'Yellow', 'Gold', 'Yellow', 'Gold', 'Gold', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Gold', 'Yellow', 'Yellow', 'Gold', 'Gold']"
101,7,17,72,198,123,"['Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
79,8,36,234,189,221,"['Pink', 'Purple', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Purple', 'Purple', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink']"
280,3,32,80,59,135,"['Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Black', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple', 'Purple']"
143,6,18,0,171,119,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Blue', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
9,9,7,245,227,206,"['Beige', 'Pink', 'Beige', 'Beige', 'Beige', 'Yellow', 'Beige', 'Pink', 'Beige', 'Yellow', 'Beige', 'Pink', 'Pink', 'Silver', 'Beige', 'Beige', 'Beige', 'Beige', 'Silver', 'Beige']"
303,2,14,46,51,38,"['Black', 'Black', 'Black', 'Gray', 'Green', 'Black', 'Green', 'Gray', 'Black', 'Black', 'Black', 'Gray', 'Green', 'Gray', 'Green', 'Brown', 'Black', 'Brown']"
237,4,30,1,98,178,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
59,8,16,147,220,136,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Green']"
181,5,15,74,138,11,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
306,2,17,22,56,38,"['Gray', 'Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Green', 'Black', 'Green', 'Green', 'Green', 'Green', 'Green']"
168,5,2,218,70,74,"['Pink', 'Red', 'Red', 'Pink', 'Red', 'Red', 'Red', 'Pink', 'Pink', 'Pink', 'Red', 'Pink', 'Red', 'Red', 'Red', 'Red', 'Red', 'Red']"
145,6,20,0,171,138,"['Turquoise', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Green', 'Turquoise', 'Green', 'Green', 'Green', 'Turquoise', 'Blue', 'Turquoise']"
289,2,0,49,49,49,"['Gray', 'Black', 'Black', 'Black', 'Black', 'Black', 'Gray', 'Black', 'Black', 'Black', 'Black', 'Black', 'Gray', 'Black', 'Black', 'Gray', 'Gray', 'Black', 'Gray']"
105,7,21,63,195,172,"['Turquoise', 'Turquoise', 'Blue', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise', 'Green', 'Green', 'Turquoise', 'Turquoise', 'Turquoise', 'Turquoise']"
191,5,25,0,137,160,"['Blue', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Turquoise', 'Turquoise', 'Blue', 'Green', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue']"
171,5,5,202,90,0,"['Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Gold', 'Orange', 'Orange', 'Orange', 'Orange', 'Orange', 'Brown']"
265,3,17,0,86,45,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
246,4,39,172,51,99,"['Pink', 'Purple', 'Red', 'Pink', 'Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Pink', 'Pink', 'Purple', 'Pink', 'Purple', 'Pink', 'Red', 'Pink', 'Pink', 'Purple']"
278,3,30,0,73,141,"['Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
94,7,10,207,173,0,"['Yellow', 'Yellow', 'Gold', 'Gold', 'Gold', 'Green', 'Yellow', 'Gold', 'Gold', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Gold', 'Brown', 'Gold', 'Orange', 'Green', 'Gold']"
112,7,28,105,184,228,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue']"
138,6,13,144,157,0,"['Green', 'Purple', 'Orange', 'Green', 'Yellow', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Beige', 'Green', 'Green', 'Green', 'Green']"
257,3,9,89,70,32,"['Brown', 'Beige', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Gray', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Gold', 'Green']"
293,2,4,87,32,26,"['Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Brown', 'Purple', 'Red', 'Purple', 'Brown', 'Red', 'Brown', 'Brown', 'Black']"
37,9,35,236,227,235,"['Pink', 'Silver', 'Silver', 'Silver', 'Purple', 'Pink', 'Gray', 'Purple', 'Pink', 'Gray', 'Gray', 'Silver', 'Pink', 'Pink', 'Pink', 'Blue', 'Purple', 'Pink', 'Pink', 'Purple']"
111,7,27,118,185,211,"['Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Blue']"
18,9,16,213,236,209,"['Green', 'Green', 'Pink', 'Green', 'Green', 'Blue', 'Green', 'Gray', 'Green', 'Green', 'Green', 'Green', 'Green', 'Silver', 'Green', 'Green', 'Green', 'Silver', 'Green']"
2,9,0,229,229,229,"['Silver', 'Silver', 'Silver', 'Gray', 'Gray', 'Silver', 'Gray', 'Purple', 'Gray', 'Gray', 'Silver', 'Silver', 'Gray', 'Gray', 'Gray', 'Beige', 'Blue', 'Gray', 'Gray']"
186,5,20,0,144,114,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
29,9,27,214,233,239,"['Gray', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Silver', 'Blue', 'Blue', 'Beige', 'Blue', 'Blue', 'Silver', 'Blue', 'Blue', 'Silver', 'Blue', 'Blue']"
13,9,11,243,232,140,"['Yellow', 'Yellow', 'Yellow', 'Yellow', 'Brown', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Beige', 'Yellow', 'Beige', 'Beige', 'Beige', 'Yellow', 'Green', 'Yellow', 'Yellow', 'Green']"
126,6,1,235,109,119,"['Pink', 'Pink', 'Red', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Pink', 'Red']"
174,5,8,166,113,0,"['Brown', 'Gold', 'Brown', 'Gold', 'Brown', 'Beige', 'Brown', 'Gold', 'Brown', 'Gold', 'Gold', 'Gold', 'Brown', 'Yellow', 'Brown', 'Yellow', 'Gold', 'Brown']"
224,4,17,0,116,56,"['Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green', 'Green']"
87,7,3,254,146,124,"['Pink', 'Pink', 'Pink', 'Pink', 'Orange', 'Pink', 'Orange', 'Pink', 'Pink', 'Red', 'Pink', 'Pink', 'Pink', 'Beige', 'Orange', 'Pink', 'Brown', 'Orange', 'Pink']"
314,2,25,0,55,67,"['Blue', 'Turquoise', 'Gray', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Blue', 'Black', 'Green', 'Turquoise', 'Blue', 'Blue', 'Blue', 'Turquoise', 'Turquoise', 'Green', 'Blue', 'Blue', 'Blue']"
