"id","f0_1","chord_1","f0_2","chord_2","synth","parametrization","shepardize","target","type","idx_1","idx_2"
92,64,"[]",67,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,8
93,64,"[]",68,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,9
94,64,"[]",69,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,10
95,64,"[]",70,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,11
96,64,"[]",71,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,12
97,64,"[]",72,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,13
98,64,"[]",73,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,14
99,64,"[]",74,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,15
100,64,"[]",75,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,16
101,64,"[]",76,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,17
102,64,"[]",77,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,18
103,64,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,19
104,64,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,20
105,64,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,21
106,64,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,22
107,64,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,23
108,64,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,24
109,64,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",5,25
110,65,"[]",66,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,7
111,65,"[]",67,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,8
112,65,"[]",68,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,9
113,65,"[]",69,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,10
114,65,"[]",70,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,11
115,65,"[]",71,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,12
116,65,"[]",72,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,13
117,65,"[]",73,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,14
118,65,"[]",74,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,15
119,65,"[]",75,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,16
120,65,"[]",76,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,17
121,65,"[]",77,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,18
122,65,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,19
123,65,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,20
124,65,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,21
125,65,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,22
126,65,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,23
127,65,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,24
128,65,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",6,25
129,66,"[]",67,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,8
130,66,"[]",68,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,9
131,66,"[]",69,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,10
132,66,"[]",70,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,11
133,66,"[]",71,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,12
134,66,"[]",72,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,13
135,66,"[]",73,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,14
136,66,"[]",74,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,15
137,66,"[]",75,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,16
138,66,"[]",76,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,17
139,66,"[]",77,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,18
140,66,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,19
141,66,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,20
142,66,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,21
143,66,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,22
144,66,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,23
145,66,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,24
146,66,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",7,25
147,67,"[]",68,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,9
148,67,"[]",69,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,10
149,67,"[]",70,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,11
150,67,"[]",71,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,12
151,67,"[]",72,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,13
152,67,"[]",73,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,14
153,67,"[]",74,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,15
154,67,"[]",75,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,16
155,67,"[]",76,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,17
156,67,"[]",77,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,18
157,67,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,19
158,67,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,20
159,67,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,21
160,67,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,22
161,67,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,23
162,67,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,24
163,67,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",8,25
164,68,"[]",69,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,10
165,68,"[]",70,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,11
166,68,"[]",71,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,12
167,68,"[]",72,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,13
168,68,"[]",73,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,14
169,68,"[]",74,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,15
170,68,"[]",75,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,16
171,68,"[]",76,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,17
172,68,"[]",77,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,18
173,68,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,19
174,68,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,20
175,68,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,21
176,68,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,22
177,68,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,23
178,68,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,24
179,68,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",9,25
180,69,"[]",70,"[]","harmonic","cumulative",FALSE,"similar","similarity",10,11
181,69,"[]",71,"[]","harmonic","cumulative",FALSE,"similar","similarity",10,12
182,69,"[]",72,"[]","harmonic","cumulative",FALSE,"similar","similarity",10,13
183,69,"[]",73,"[]","harmonic","cumulative",FALSE,"similar","similarity",10,14
184,69,"[]",74,"[]","harmonic","cumulative",FALSE,"similar","similarity",10,15
185,69,"[]",75,"[]","harmonic","cumulative",FALSE,"similar","similarity",10,16
186,69,"[]",76,"[]","harmonic","cumulative",FALSE,"similar","similarity",10,17
187,69,"[]",77,"[]","harmonic","cumulative",FALSE,"similar","similarity",10,18
188,69,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",10,19
189,69,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",10,20
190,69,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",10,21
191,69,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",10,22
192,69,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",10,23
193,69,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",10,24
194,69,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",10,25
195,70,"[]",71,"[]","harmonic","cumulative",FALSE,"similar","similarity",11,12
196,70,"[]",72,"[]","harmonic","cumulative",FALSE,"similar","similarity",11,13
197,70,"[]",73,"[]","harmonic","cumulative",FALSE,"similar","similarity",11,14
198,70,"[]",74,"[]","harmonic","cumulative",FALSE,"similar","similarity",11,15
199,70,"[]",75,"[]","harmonic","cumulative",FALSE,"similar","similarity",11,16
200,70,"[]",76,"[]","harmonic","cumulative",FALSE,"similar","similarity",11,17
201,70,"[]",77,"[]","harmonic","cumulative",FALSE,"similar","similarity",11,18
202,70,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",11,19
203,70,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",11,20
204,70,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",11,21
205,70,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",11,22
206,70,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",11,23
207,70,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",11,24
208,70,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",11,25
209,71,"[]",72,"[]","harmonic","cumulative",FALSE,"similar","similarity",12,13
210,71,"[]",73,"[]","harmonic","cumulative",FALSE,"similar","similarity",12,14
211,71,"[]",74,"[]","harmonic","cumulative",FALSE,"similar","similarity",12,15
212,71,"[]",75,"[]","harmonic","cumulative",FALSE,"similar","similarity",12,16
213,71,"[]",76,"[]","harmonic","cumulative",FALSE,"similar","similarity",12,17
214,71,"[]",77,"[]","harmonic","cumulative",FALSE,"similar","similarity",12,18
215,71,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",12,19
216,71,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",12,20
217,71,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",12,21
218,71,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",12,22
219,71,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",12,23
220,71,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",12,24
221,71,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",12,25
222,72,"[]",73,"[]","harmonic","cumulative",FALSE,"similar","similarity",13,14
223,72,"[]",74,"[]","harmonic","cumulative",FALSE,"similar","similarity",13,15
224,72,"[]",75,"[]","harmonic","cumulative",FALSE,"similar","similarity",13,16
225,72,"[]",76,"[]","harmonic","cumulative",FALSE,"similar","similarity",13,17
226,72,"[]",77,"[]","harmonic","cumulative",FALSE,"similar","similarity",13,18
227,72,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",13,19
228,72,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",13,20
229,72,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",13,21
230,72,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",13,22
231,72,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",13,23
232,72,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",13,24
233,72,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",13,25
234,73,"[]",74,"[]","harmonic","cumulative",FALSE,"similar","similarity",14,15
235,73,"[]",75,"[]","harmonic","cumulative",FALSE,"similar","similarity",14,16
236,73,"[]",76,"[]","harmonic","cumulative",FALSE,"similar","similarity",14,17
237,73,"[]",77,"[]","harmonic","cumulative",FALSE,"similar","similarity",14,18
238,73,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",14,19
239,73,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",14,20
240,73,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",14,21
241,73,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",14,22
242,73,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",14,23
243,73,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",14,24
244,73,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",14,25
245,74,"[]",75,"[]","harmonic","cumulative",FALSE,"similar","similarity",15,16
246,74,"[]",76,"[]","harmonic","cumulative",FALSE,"similar","similarity",15,17
247,74,"[]",77,"[]","harmonic","cumulative",FALSE,"similar","similarity",15,18
248,74,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",15,19
249,74,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",15,20
250,74,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",15,21
251,74,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",15,22
252,74,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",15,23
253,74,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",15,24
254,74,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",15,25
255,75,"[]",76,"[]","harmonic","cumulative",FALSE,"similar","similarity",16,17
256,75,"[]",77,"[]","harmonic","cumulative",FALSE,"similar","similarity",16,18
257,75,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",16,19
258,75,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",16,20
259,75,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",16,21
260,75,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",16,22
261,75,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",16,23
262,75,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",16,24
263,75,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",16,25
264,76,"[]",77,"[]","harmonic","cumulative",FALSE,"similar","similarity",17,18
265,76,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",17,19
266,76,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",17,20
267,76,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",17,21
268,76,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",17,22
269,76,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",17,23
270,76,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",17,24
271,76,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",17,25
272,77,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",18,19
273,77,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",18,20
274,77,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",18,21
275,77,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",18,22
276,77,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",18,23
277,77,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",18,24
278,77,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",18,25
279,78,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",19,20
280,78,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",19,21
281,78,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",19,22
282,78,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",19,23
283,78,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",19,24
284,78,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",19,25
285,79,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",20,21
286,79,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",20,22
287,79,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",20,23
288,79,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",20,24
289,79,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",20,25
290,80,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",21,22
291,80,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",21,23
292,80,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",21,24
293,80,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",21,25
294,81,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",22,23
295,81,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",22,24
296,81,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",22,25
297,82,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",23,24
298,82,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",23,25
299,83,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",24,25
