"id","f0_1","chord_1","f0_2","chord_2","synth","parametrization","shepardize","target","type","idx_1","idx_2"
114,60.25,"[]",65,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,21
115,60.25,"[]",65.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,22
116,60.25,"[]",65.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,23
117,60.25,"[]",65.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,24
118,60.25,"[]",66,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,25
119,60.25,"[]",66.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,26
120,60.25,"[]",66.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,27
121,60.25,"[]",66.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,28
122,60.25,"[]",67,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,29
123,60.25,"[]",67.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,30
124,60.25,"[]",67.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,31
125,60.25,"[]",67.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,32
126,60.25,"[]",68,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,33
127,60.25,"[]",68.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,34
128,60.25,"[]",68.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,35
129,60.25,"[]",68.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,36
130,60.25,"[]",69,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,37
131,60.25,"[]",69.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,38
132,60.25,"[]",69.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,39
133,60.25,"[]",69.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,40
134,60.25,"[]",70,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,41
135,60.25,"[]",70.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,42
136,60.25,"[]",70.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,43
137,60.25,"[]",70.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,44
138,60.25,"[]",71,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,45
139,60.25,"[]",71.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,46
140,60.25,"[]",71.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,47
141,60.25,"[]",71.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,48
142,60.25,"[]",72,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,49
143,60.25,"[]",72.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,50
144,60.25,"[]",72.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,51
145,60.25,"[]",72.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,52
146,60.25,"[]",73,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,53
147,60.25,"[]",73.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,54
148,60.25,"[]",73.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,55
149,60.25,"[]",73.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,56
150,60.25,"[]",74,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,57
151,60.25,"[]",74.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,58
152,60.25,"[]",74.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,59
153,60.25,"[]",74.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,60
154,60.25,"[]",75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,61
155,60.25,"[]",75.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,62
156,60.25,"[]",75.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,63
157,60.25,"[]",75.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,64
158,60.25,"[]",76,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,65
159,60.25,"[]",76.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,66
160,60.25,"[]",76.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,67
161,60.25,"[]",76.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,68
162,60.25,"[]",77,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,69
163,60.25,"[]",77.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,70
164,60.25,"[]",77.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,71
165,60.25,"[]",77.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,72
166,60.25,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,73
167,60.25,"[]",78.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,74
168,60.25,"[]",78.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,75
169,60.25,"[]",78.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,76
170,60.25,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,77
171,60.25,"[]",79.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,78
172,60.25,"[]",79.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,79
173,60.25,"[]",79.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,80
174,60.25,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,81
175,60.25,"[]",80.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,82
176,60.25,"[]",80.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,83
177,60.25,"[]",80.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,84
178,60.25,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,85
179,60.25,"[]",81.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,86
180,60.25,"[]",81.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,87
181,60.25,"[]",81.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,88
182,60.25,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,89
183,60.25,"[]",82.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,90
184,60.25,"[]",82.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,91
185,60.25,"[]",82.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,92
186,60.25,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,93
187,60.25,"[]",83.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,94
188,60.25,"[]",83.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,95
189,60.25,"[]",83.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,96
190,60.25,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",2,97
191,60.5,"[]",60.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,4
192,60.5,"[]",61,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,5
193,60.5,"[]",61.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,6
194,60.5,"[]",61.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,7
195,60.5,"[]",61.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,8
196,60.5,"[]",62,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,9
197,60.5,"[]",62.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,10
198,60.5,"[]",62.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,11
199,60.5,"[]",62.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,12
200,60.5,"[]",63,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,13
201,60.5,"[]",63.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,14
202,60.5,"[]",63.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,15
203,60.5,"[]",63.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,16
204,60.5,"[]",64,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,17
205,60.5,"[]",64.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,18
206,60.5,"[]",64.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,19
207,60.5,"[]",64.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,20
208,60.5,"[]",65,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,21
209,60.5,"[]",65.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,22
210,60.5,"[]",65.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,23
211,60.5,"[]",65.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,24
212,60.5,"[]",66,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,25
213,60.5,"[]",66.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,26
214,60.5,"[]",66.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,27
215,60.5,"[]",66.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,28
216,60.5,"[]",67,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,29
217,60.5,"[]",67.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,30
218,60.5,"[]",67.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,31
219,60.5,"[]",67.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,32
220,60.5,"[]",68,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,33
221,60.5,"[]",68.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,34
222,60.5,"[]",68.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,35
223,60.5,"[]",68.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,36
224,60.5,"[]",69,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,37
225,60.5,"[]",69.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,38
226,60.5,"[]",69.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,39
227,60.5,"[]",69.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,40
228,60.5,"[]",70,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,41
229,60.5,"[]",70.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,42
230,60.5,"[]",70.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,43
231,60.5,"[]",70.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,44
232,60.5,"[]",71,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,45
233,60.5,"[]",71.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,46
234,60.5,"[]",71.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,47
235,60.5,"[]",71.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,48
236,60.5,"[]",72,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,49
237,60.5,"[]",72.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,50
238,60.5,"[]",72.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,51
239,60.5,"[]",72.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,52
240,60.5,"[]",73,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,53
241,60.5,"[]",73.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,54
242,60.5,"[]",73.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,55
243,60.5,"[]",73.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,56
244,60.5,"[]",74,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,57
245,60.5,"[]",74.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,58
246,60.5,"[]",74.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,59
247,60.5,"[]",74.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,60
248,60.5,"[]",75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,61
249,60.5,"[]",75.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,62
250,60.5,"[]",75.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,63
251,60.5,"[]",75.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,64
252,60.5,"[]",76,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,65
253,60.5,"[]",76.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,66
254,60.5,"[]",76.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,67
255,60.5,"[]",76.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,68
256,60.5,"[]",77,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,69
257,60.5,"[]",77.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,70
258,60.5,"[]",77.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,71
259,60.5,"[]",77.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,72
260,60.5,"[]",78,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,73
261,60.5,"[]",78.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,74
262,60.5,"[]",78.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,75
263,60.5,"[]",78.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,76
264,60.5,"[]",79,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,77
265,60.5,"[]",79.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,78
266,60.5,"[]",79.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,79
267,60.5,"[]",79.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,80
268,60.5,"[]",80,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,81
269,60.5,"[]",80.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,82
270,60.5,"[]",80.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,83
271,60.5,"[]",80.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,84
272,60.5,"[]",81,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,85
273,60.5,"[]",81.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,86
274,60.5,"[]",81.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,87
275,60.5,"[]",81.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,88
276,60.5,"[]",82,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,89
277,60.5,"[]",82.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,90
278,60.5,"[]",82.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,91
279,60.5,"[]",82.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,92
280,60.5,"[]",83,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,93
281,60.5,"[]",83.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,94
282,60.5,"[]",83.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,95
283,60.5,"[]",83.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,96
284,60.5,"[]",84,"[]","harmonic","cumulative",FALSE,"similar","similarity",3,97
285,60.75,"[]",61,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,5
286,60.75,"[]",61.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,6
287,60.75,"[]",61.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,7
288,60.75,"[]",61.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,8
289,60.75,"[]",62,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,9
290,60.75,"[]",62.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,10
291,60.75,"[]",62.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,11
292,60.75,"[]",62.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,12
293,60.75,"[]",63,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,13
294,60.75,"[]",63.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,14
295,60.75,"[]",63.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,15
296,60.75,"[]",63.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,16
297,60.75,"[]",64,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,17
298,60.75,"[]",64.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,18
299,60.75,"[]",64.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,19
300,60.75,"[]",64.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,20
301,60.75,"[]",65,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,21
302,60.75,"[]",65.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,22
303,60.75,"[]",65.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,23
304,60.75,"[]",65.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,24
305,60.75,"[]",66,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,25
306,60.75,"[]",66.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,26
307,60.75,"[]",66.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,27
308,60.75,"[]",66.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,28
309,60.75,"[]",67,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,29
310,60.75,"[]",67.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,30
311,60.75,"[]",67.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,31
312,60.75,"[]",67.75,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,32
313,60.75,"[]",68,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,33
314,60.75,"[]",68.25,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,34
315,60.75,"[]",68.5,"[]","harmonic","cumulative",FALSE,"similar","similarity",4,35
